商品名称	合约名称	开盘价		最高价		最低价		收盘价		前结算价	结算价		涨跌		涨跌1		Delta		成交量		持仓量		持仓量变化	成交额		行权量		
豆粕		m1707-C-2500	378		403.5		368		368		389		395		-21		6		1		56		248		34		20.98		0		
豆粕		m1707-C-2550	330		354		320.5		320.5		339		345		-18.5		6		1		18		190		2		6.12		0		
豆粕		m1707-C-2600	278.5		306		269.5		269.5		289		295		-19.5		6		1		90		276		-26		25.21		0		
豆粕		m1707-C-2650	246.5		254.5		221		221		239.5		245		-18.5		5.5		1		44		236		-20		10.83		0		
豆粕		m1707-C-2700	181		204		169.5		169.5		191		195.5		-21.5		4.5		0.98		92		310		18		17.28		0		
豆粕		m1707-C-2750	137		159		126		128		145		148.5		-17		3.5		0.92		578		494		56		83.75		0		
豆粕		m1707-C-2800	96		112		83.5		85.5		103.5		105		-18		1.5		0.82		342		598		36		33.07		0		
豆粕		m1707-C-2850	58.5		73.5		50.5		50.5		68.5		68		-18		-0.5		0.67		496		1,266		136		29.3		0		
豆粕		m1707-C-2900	34		44.5		28		28		41.5		39.5		-13.5		-2		0.49		434		1,638		164		15.36		0		
豆粕		m1707-C-2950	18		26		15.5		15.5		23		20.5		-7.5		-2.5		0.31		366		1,482		86		7.98		0		
豆粕		m1707-C-3000	10		13.5		9.5		9.5		11.5		9.5		-2		-2		0.17		144		856		24		1.63		0		
豆粕		m1707-C-3050	6		8		5.5		6.5		5		3.5		1.5		-1.5		0.08		154		796		-66		1		0		
豆粕		m1707-C-3100	3		5		2.5		4		2		1		2		-1		0.03		280		556		-20		1.03		0		
豆粕		m1707-C-3150	2		2.5		2		2.5		0.5		0.5		2		0		0.01		40		98		28		0.09		0		
豆粕		m1707-P-2500	1.5		1.5		0.5		1		0.5		0.5		0.5		0		-0.01		66		638		34		0.07		0		
豆粕		m1707-P-2550	1.5		1.5		1		1		0.5		0.5		0.5		0		-0.01		40		802		-10		0.04		0		
豆粕		m1707-P-2600	1		2		1		2		0.5		0.5		1.5		0		-0.01		24		882		8		0.04		0		
豆粕		m1707-P-2650	2		2.5		1.5		2		0.5		0.5		1.5		0		-0.01		178		1,288		88		0.42		0		
豆粕		m1707-P-2700	4.5		5		3.5		4.5		2		1		2.5		-1		-0.03		56		1,222		-24		0.24		0		
豆粕		m1707-P-2750	8		8		5.5		8		6		3.5		2		-2.5		-0.07		52		1,520		-28		0.37		0		
豆粕		m1707-P-2800	14		17		10.5		17		14.5		10		2.5		-4.5		-0.17		122		1,616		6		1.59		0		
豆粕		m1707-P-2850	27		32.5		20		32.5		29.5		23		3		-6.5		-0.33		530		1,394		116		13.82		0		
豆粕		m1707-P-2900	53		62		40.5		62		52.5		44.5		9.5		-8		-0.51		230		510		-2		11.73		0		
豆粕		m1707-P-2950	83.5		97.5		70.5		96		84		75.5		12		-8.5		-0.69		242		410		-8		20.08		0		
豆粕		m1707-P-3000	128.5		141		110.5		140.5		122.5		114		18		-8.5		-0.83		112		240		22		14.03		0		
豆粕		m1707-P-3050	177.5		187.5		156		187.5		166		158.5		21.5		-7.5		-0.92		70		378		12		12.48		0		
豆粕		m1707-P-3100	208		234		202.5		234		213		206		21		-7		-0.98		44		154		-12		9.79		0		
豆粕		m1707-P-3150	255.5		269		247.5		269		261.5		255.5		7.5		-6		-1		28		72		8		7.3		1		
