商品名称	合约名称	开盘价		最高价		最低价		收盘价		前结算价	结算价		涨跌		涨跌1		Delta		成交量		持仓量		持仓量变化	成交额		行权量		
豆粕		m1707-C-2500	353		385		353		380		357		365		23		8		1		208		288		-36		77.91		2		
豆粕		m1707-C-2550	304.5		335.5		304.5		332		307		315		25		8		1		54		262		8		17.42		0		
豆粕		m1707-C-2600	255.5		287		251		284.5		257.5		265.5		27		8		0.98		128		334		-26		35.08		0		
豆粕		m1707-C-2650	202.5		234		202.5		234		209.5		217.5		24.5		8		0.95		50		308		6		11.32		0		
豆粕		m1707-C-2700	160.5		186.5		160.5		185.5		163.5		172		22		8.5		0.89		140		310		-74		24.34		0		
豆粕		m1707-C-2750	121.5		144.5		115		138		122		130		16		8		0.81		504		362		-16		65.68		0		
豆粕		m1707-C-2800	82		106		78.5		97.5		86		93.5		11.5		7.5		0.69		698		730		-70		65.08		0		
豆粕		m1707-C-2850	54.5		71		50		63.5		56.5		63.5		7		7		0.55		742		1,142		-112		45.48		0		
豆粕		m1707-C-2900	34.5		44.5		32		40		34.5		40.5		5.5		6		0.41		558		1,412		-108		22.05		0		
豆粕		m1707-C-2950	21.5		25.5		18.5		23		19.5		24		3.5		4.5		0.28		198		1,334		-30		4.66		0		
豆粕		m1707-C-3000	13.5		15		11.5		14		10.5		13.5		3.5		3		0.18		226		770		22		2.94		0		
豆粕		m1707-C-3050	8.5		10		6		9		5		6.5		4		1.5		0.1		968		1,146		-476		7.36		0		
豆粕		m1707-C-3100	5		5.5		4		5.5		2		3		3.5		1		0.05		84		430		32		0.39		0		
豆粕		m1707-P-2500	1		1		1		1		0.5		0.5		0.5		0		-0.01		16		488		12		0.02		0		
豆粕		m1707-P-2550	1.5		1.5		1		1		0.5		0.5		0.5		0		-0.01		8		760		-4		0.01		0		
豆粕		m1707-P-2600	2.5		2.5		2		2		1		1		1		0		-0.02		108		792		6		0.23		0		
豆粕		m1707-P-2650	3		3.5		3		3		2.5		3		0.5		0.5		-0.05		50		1,290		-28		0.15		0		
豆粕		m1707-P-2700	7		7.5		5		5		7		7.5		-2		0.5		-0.11		42		1,242		-14		0.24		0		
豆粕		m1707-P-2750	14		14.5		9		9.5		15		15.5		-5.5		0.5		-0.19		370		1,768		34		3.96		0		
豆粕		m1707-P-2800	27.5		27.5		18		18		29		28.5		-11		-0.5		-0.31		278		1,646		-10		5.9		0		
豆粕		m1707-P-2850	46.5		50.5		33.5		34.5		49.5		48.5		-15		-1		-0.45		384		540		-114		16.55		0		
豆粕		m1707-P-2900	79.5		81.5		58		61.5		77.5		75.5		-16		-2		-0.59		432		352		12		27.57		0		
豆粕		m1707-P-2950	115.5		116.5		90		95		112.5		109		-17.5		-3.5		-0.72		258		324		0		25.61		0		
豆粕		m1707-P-3000	160		160		129		135.5		153		148		-17.5		-5		-0.82		92		230		4		13.01		0		
豆粕		m1707-P-3050	205		205		177		177		197.5		191.5		-20.5		-6		-0.9		94		368		-2		17.89		0		
豆粕		m1707-P-3100	230.5		230.5		225		225		245		238		-20		-7		-0.95		22		154		20		4.96		0		
豆粕		m1708-C-2500	0		0		0		357		342		357		15		15		0.98		0		44		0		0		0		
豆粕		m1708-C-2550	0		0		0		309		294		309		15		15		0.96		0		20		0		0		0		
豆粕		m1708-C-2600	0		0		0		262.5		248		262.5		14.5		14.5		0.92		0		28		0		0		0		
豆粕		m1708-C-2650	0		0		0		218.5		204		218.5		14.5		14.5		0.87		0		20		0		0		0		
