商品名称	合约名称	开盘价		最高价		最低价		收盘价		前结算价	结算价		涨跌		涨跌1		Delta		成交量		持仓量		持仓量变化	成交额		行权量		
豆粕		m1707-C-2500	0		0		0		360		347		360		13		13		1		0		238		-14		0		7		
豆粕		m1707-C-2550	0		0		0		310		297		310		13		13		1		0		186		0		0		0		
豆粕		m1707-C-2600	263		263		263		263		247		260		16		13		1		10		278		-10		2.63		0		
豆粕		m1707-C-2650	212		218.5		212		218.5		198.5		211		20		12.5		0.97		46		220		-18		9.89		0		
豆粕		m1707-C-2700	164.5		170		164.5		170		152		163.5		18		11.5		0.93		292		290		-18		48.54		0		
豆粕		m1707-C-2750	123		123.5		117.5		123.5		109.5		119		14		9.5		0.85		184		466		-36		22.36		0		
豆粕		m1707-C-2800	79.5		81.5		76.5		81.5		73		81		8.5		8		0.71		190		522		-46		14.9		0		
豆粕		m1707-C-2850	44.5		48.5		44.5		46.5		45		50.5		1.5		5.5		0.54		106		1,026		-24		4.87		0		
豆粕		m1707-C-2900	24		26.5		24		26		25		28.5		1		3.5		0.37		86		1,938		-20		2.16		0		
豆粕		m1707-C-2950	12.5		14.5		12		14		12.5		14		1.5		1.5		0.22		216		1,290		-116		2.79		0		
豆粕		m1707-C-3000	7		8		7		8		5.5		6.5		2.5		1		0.12		18		850		-4		0.13		0		
豆粕		m1707-C-3050	5.5		5.5		5.5		5.5		2		2.5		3.5		0.5		0.05		2		906		-2		0.01		0		
豆粕		m1707-C-3100	3.5		3.5		3.5		3.5		0.5		0.5		3		0		0.01		18		904		-18		0.06		0		
豆粕		m1707-C-3150	1.5		1.5		1.5		1.5		0.5		0.5		1		0		0.01		6		124		-2		0.01		0		
豆粕		m1707-P-2500	0		0		0		0.5		0.5		0.5		0		0		-0.01		0		658		0		0		0		
豆粕		m1707-P-2550	0		0		0		0.5		0.5		0.5		0		0		-0.01		0		798		0		0		0		
豆粕		m1707-P-2600	0		0		0		0.5		0.5		0.5		0		0		-0.01		0		872		0		0		0		
豆粕		m1707-P-2650	3		3		2.5		2.5		1.5		1		1		-0.5		-0.02		12		1,332		8		0.03		0		
